keyword,match_type,ad_group,keyword_state,serving_state,historical_urls,normalized_urls,url_statuses,url_conflict,intent_class,macroarea,familia,intent_theme,classification_method,classification_confidence,impressions_max,clicks_max,conversions_max,source_rows
"""Libreta Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/regalos-ecologicos-premium/,https://regalospremium.cl/regalos-ecologicos-premium/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Libreta de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Libreta ecológica""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libreta ecologica""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/bamboo/,https://regalospremium.cl/bamboo/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libreta ecologica con boligrafo""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Libreta sostenible""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libretas biodegradables""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libretas ecologicas""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libretas ecológicas""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libretas ecologicas mayoreo""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libretas ecologicas personalizadas""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libretas ecológicas personalizadas""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libretas ecologicas por mayor""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libretas ecologicas promocionales""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""libretas ecologicas scribe""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""llavero bambo""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/regalos-ecologicos-premium/,https://regalospremium.cl/regalos-ecologicos-premium/,CURRENT_FORMAT,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero circular""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero con luz LED""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero Cuadrado de Madera""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero Cuadrado Madera""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero ecológico""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero ecológico alargado""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero ecológico cuadrado""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero madera cuadrado""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero madera rectangular""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero Rectangular de Madera""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero Rectangular Madera""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero Redondo de Madera""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero Redondo Madera""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero sostenible""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero sostenible madera""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Promocionales,Llaveros,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero-Linterna LED Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Linternas,,keyword→objeto,HIGH,0,0,0.0,1
"""Llavero-Linterna LED cuerpo Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Linternas,,keyword→objeto,HIGH,0,0,0.0,1
"""Memo Clip Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Memo Set de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Memoria USB de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Pendrives,,keyword→objeto,HIGH,0,0,0.0,1
"""Merchandising de bambú""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""merchandising ecologico""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""mini libretas por mayor""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,PRODUCTO,Oficina y Escritura,Libretas y Cuadernos,,keyword→objeto,HIGH,0,0,0.0,1
"""Mini linterna Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Linternas,,keyword→objeto,HIGH,0,0,0.0,1
"""Mug bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/bamboohttps://regalospremium.cl/publicitarios-bamboo/,https://regalospremium.cl/bamboohttps://regalospremium.cl/publicitarios-bamboo/,CURRENT_FORMAT,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
"""Mug Bamboo Asa Plástica""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
"""Mug de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
"""Mug de Bamboo 450cc""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
"""Mug de Bamboo con Asa Plástica 400cc""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
"""Mug Metálico Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
"""Mug metálico sostenible""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
"""Mug metálico/bamboo AURUS 500cc""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
"""Mug térmico""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
"""Mug térmico con mango""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Hogar y Bebidas,Mugs y Tazas,,keyword→objeto,HIGH,0,0,0.0,1
"""Multicargador Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Cargadores,,keyword→objeto,HIGH,0,0,0.0,1
"""Multiherramienta Vino Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Hogar y Bebidas,Accesorios de Vino,,keyword→objeto,HIGH,0,0,0.0,1
"""Multiherramienta Vino de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Hogar y Bebidas,Accesorios de Vino,,keyword→objeto,HIGH,0,0,0.0,1
"""Organizador de lápices""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Organizador de tarjetas""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Organizador tarjetas""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Pack accesorios vino""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Hogar y Bebidas,Accesorios de Vino,,keyword→objeto,HIGH,0,0,0.0,1
"""Pack de bolígrafo sostenible""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Pack de lápices Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Parlante Altavoz Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Parlantes,,keyword→objeto,HIGH,0,0,0.0,1
"""Parlante Altavoz Bluetooth de Bamboo FLOW""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Parlantes,,keyword→objeto,HIGH,0,0,0.0,1
"""Parlante Altavoz Bluetooth de Bamboo WAVE""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Parlantes,,keyword→objeto,HIGH,0,0,0.0,1
"""Parlante Altavoz de Bamboo y tela RPET TRUE""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Parlantes,,keyword→objeto,HIGH,0,0,0.0,1
"""Parlante Bluetooth Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Parlantes,,keyword→objeto,HIGH,0,0,0.0,1
"""Parlante ecológico""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Parlantes,,keyword→objeto,HIGH,0,0,0.0,1
"""Parlante Inducción Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Parlantes,,keyword→objeto,HIGH,0,0,0.0,1
"""Parlante Inducción de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Parlantes,,keyword→objeto,HIGH,0,0,0.0,1
"""Pendrive ecológico""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Tecnología,Pendrives,,keyword→objeto,HIGH,0,0,0.0,1
"""Pluma biodegradable""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Pluma con tungsteno""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Pluma de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Pluma de Bamboo y Metal""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Pluma ejecutiva ecológica""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Pluma elegante de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Pluma roller Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Pluma sostenible Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,PRODUCTO,Oficina y Escritura,Lápices y Bolígrafos,,keyword→objeto,HIGH,0,0,0.0,1
"""Porta tarjetas Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Porta tarjetas escritorio""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""portatarjetas bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/regalos-ecologicos-premium/,https://regalospremium.cl/regalos-ecologicos-premium/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""posavasos bambú""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Precio de regalos de bambú publicitarios""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Productos ecológicos personalizados de bambú""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Productos ecológicos promocionales""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Productos personalizados de bambú""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""productos promocionales ecologicos""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/regalos-ecologicos-premium/,https://regalospremium.cl/regalos-ecologicos-premium/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Proveedor de regalos ecológicos de bambú""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Proveedores de regalos de bambú personalizados para empresas""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Recipiente de Bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalo ecologico""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/regalos-ecologicos-premium/,https://regalospremium.cl/regalos-ecologicos-premium/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos corporativos ecologicos""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos corporativos sostenibles""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,https://regalospremium.cl/cuadernos-libretas-memo-set-publicitarios/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos de bamboo""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/regalos-ecologicos-premium/,https://regalospremium.cl/regalos-ecologicos-premium/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Regalos de bambú para empresas respetuosos con el medio ambiente""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Regalos de empresa eco-friendly""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos de empresa ecologicos""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/regalos-ecologicos-premium/,https://regalospremium.cl/regalos-ecologicos-premium/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Regalos de empresa ecológicos de bambú""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos de empresa sostenibles""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/regalos-ecologicos-premium/,https://regalospremium.cl/regalos-ecologicos-premium/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos eco""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/regalos-ecologicos-premium/,https://regalospremium.cl/regalos-ecologicos-premium/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos eco friendly""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/regalos-ecologicos-premium/,https://regalospremium.cl/regalos-ecologicos-premium/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos ecologicos""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/regalos-ecologicos-premium/,https://regalospremium.cl/regalos-ecologicos-premium/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos ecológicos baratos""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/,https://regalospremium.cl/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Regalos ecológicos de bambú""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Regalos ecológicos de bambú para ferias y eventos""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos ecologicos mujer""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/publicitarios-belleza-y-salud/,https://regalospremium.cl/publicitarios-belleza-y-salud/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos ecológicos originales""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/regalos-ecologicos-premium/,https://regalospremium.cl/regalos-ecologicos-premium/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos ecologicos para mujeres""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/publicitarios-belleza-y-salud/,https://regalospremium.cl/publicitarios-belleza-y-salud/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos ecologicos personalizados""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/bamboo/,https://regalospremium.cl/bamboo/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""Regalos ecológicos personalizados""",Concordancia de frase,Bamboo,En pausa,En pausa,,,EMPTY,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos ecológicos y sostenibles""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/regalos-ecologicos-premium/,https://regalospremium.cl/regalos-ecologicos-premium/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
"""regalos empresa ecologicos""",Concordancia de frase,Bamboo,En pausa,En pausa,https://regalospremium.cl/regalos-ecologicos-premium/,https://regalospremium.cl/regalos-ecologicos-premium/,CURRENT_FORMAT,NO,USO_CAMPAÑA,,,Bamboo,fallback grupo histórico,MEDIUM,0,0,0.0,1
